Model,Price_Threshold,High_Price_Samples,Accuracy,Precision,Recall,F1,ROC_AUC
Stacking Classifier,15000,345,0.9217391304347826,0.9090909090909091,0.7407407407407407,0.8163265306122449,0.9484193789749346
